SN,Contract No,Symbol,Buyer,Seller,Quantity,Rate,Amount
438,2030000000000000.0,RADHI,60,21,400.0,753.0,0.0
439,2030000000000000.0,SBCF,17,35,100.0,9.12,912.0
440,2030000000000000.0,GMLI,35,58,10.0,0.0,0.0
441,2030000000000000.0,GMLI,35,7,10.0,0.0,0.0
442,2030000000000000.0,GMLI,35,43,80.0,0.0,0.0
443,2030000000000000.0,GMLI,35,32,10.0,0.0,0.0
444,2030000000000000.0,GMLI,35,49,80.0,0.0,0.0
445,2030000000000000.0,GMLI,35,3,10.0,0.0,0.0
446,2030000000000000.0,KBL,65,58,0.0,195.0,0.0
447,2030000000000000.0,KBL,65,54,280.0,194.5,0.0
448,2030000000000000.0,TTL,41,72,20.0,770.0,0.0
449,2030000000000000.0,NICL,41,22,120.0,584.0,0.0
450,2030000000000000.0,JFL,13,25,70.0,445.0,0.0
451,2030000000000000.0,JFL,13,41,100.0,445.0,0.0
452,2030000000000000.0,JFL,13,45,100.0,445.0,0.0
453,2030000000000000.0,JFL,13,22,80.0,445.0,0.0
454,2030000000000000.0,NGPL,43,51,231.0,398.6,0.0
455,2030000000000000.0,NGPL,43,17,0.0,398.5,0.0
456,2030000000000000.0,NGPL,43,17,30.0,398.0,0.0
457,2030000000000000.0,NGPL,43,32,100.0,398.0,0.0
458,2030000000000000.0,SMFBS,53,22,10.0,0.0,0.0
459,2030000000000000.0,HDL,44,51,200.0,0.0,0.0
460,2030000000000000.0,CLI,47,39,20.0,455.0,0.0
461,2030000000000000.0,SHIVM,44,45,100.0,579.0,0.0
462,2030000000000000.0,SPDL,19,22,100.0,403.9,0.0
463,2030000000000000.0,UMHL,62,29,800.0,573.9,0.0
464,2030000000000000.0,MBL,58,35,18.0,249.0,0.0
465,2030000000000000.0,HRL,3,67,350.0,974.2,0.0
466,2030000000000000.0,HRL,40,67,50.0,974.3,0.0
467,2030000000000000.0,HRL,36,67,100.0,975.0,0.0
468,2030000000000000.0,HIDCL,58,3,500.0,271.0,0.0
469,2030000000000000.0,HDL,45,38,300.0,0.0,0.0
470,2030000000000000.0,JOSHI,21,58,50.0,278.0,0.0
471,2030000000000000.0,NMLBBL,57,58,20.0,638.0,0.0
472,2030000000000000.0,GBIME,66,52,250.0,246.0,0.0
473,2030000000000000.0,GBIME,66,42,500.0,246.0,0.0
474,2030000000000000.0,GBIME,66,63,250.0,246.0,0.0
475,2030000000000000.0,GCIL,52,25,25.0,476.0,0.0
476,2030000000000000.0,GCIL,49,25,75.0,476.0,0.0
477,2030000000000000.0,NMFBS,6,25,10.0,0.0,0.0
478,2030000000000000.0,MFIL,7,7,100.0,668.0,0.0
479,2030000000000000.0,SPDL,88,22,600.0,403.9,0.0
480,2030000000000000.0,PURE,45,45,10.0,775.0,0.0
481,2030000000000000.0,PURE,6,45,50.0,775.0,0.0
482,2030000000000000.0,PURE,14,45,40.0,775.0,0.0
483,2030000000000000.0,UNHPL,33,45,500.0,462.0,0.0
484,2030000000000000.0,MDB,41,29,221.0,598.0,0.0
485,2030000000000000.0,NIFRA,57,39,24.0,270.0,0.0
486,2030000000000000.0,NIFRA,57,22,76.0,270.0,0.0
487,2030000000000000.0,BEDC,57,42,10.0,622.0,0.0
488,2030000000000000.0,SPL,80,42,10.0,906.5,0.0
489,2030000000000000.0,MKJC,80,21,500.0,597.0,0.0
490,2030000000000000.0,SRLI,57,52,146.0,391.4,0.0
491,2030000000000000.0,SRLI,42,52,250.0,391.4,0.0
492,2030000000000000.0,SRLI,56,52,100.0,391.5,0.0
493,2030000000000000.0,SRLI,45,52,10.0,391.5,0.0
494,2030000000000000.0,SRLI,58,52,94.0,391.6,0.0
495,2030000000000000.0,HEI,34,80,18.0,581.0,0.0
496,2030000000000000.0,HEI,34,80,50.0,581.0,0.0
497,2030000000000000.0,HEI,34,39,50.0,580.9,0.0
498,2030000000000000.0,HEI,34,3,130.0,579.0,0.0
499,2030000000000000.0,HEI,34,6,100.0,575.0,0.0
500,2030000000000000.0,HEI,34,42,36.0,575.0,0.0
1001,2030000000000000.0,MATRI,7,47,200.0,996.3,0.0
1002,2030000000000000.0,MATRI,25,47,15.0,996.4,0.0
1003,2030000000000000.0,MATRI,49,47,10.0,997.0,0.0
1004,2030000000000000.0,BHCL,48,35,10.0,456.0,0.0
1005,2030000000000000.0,SSHL,26,58,10.0,173.0,0.0
1006,2030000000000000.0,SSHL,41,58,10.0,173.0,0.0
1007,2030000000000000.0,SSHL,39,58,30.0,173.0,0.0
1008,2030000000000000.0,SSHL,34,58,10.0,173.0,0.0
1009,2030000000000000.0,GBBL,49,101,100.0,425.0,0.0
1010,2030000000000000.0,SPDL,58,22,300.0,403.9,0.0
1011,2030000000000000.0,NMIC,45,57,37.0,0.0,0.0
1012,2030000000000000.0,SFCL,49,52,19.0,432.0,0.0
1013,2030000000000000.0,SFCL,58,52,40.0,433.0,0.0
1014,2030000000000000.0,SFCL,22,52,10.0,433.0,0.0
1015,2030000000000000.0,SFCL,22,52,31.0,433.0,0.0
1016,2030000000000000.0,CIT,66,34,29.0,0.0,0.0
1017,2030000000000000.0,CIT,66,33,50.0,0.0,0.0
1018,2030000000000000.0,CIT,66,28,50.0,0.0,0.0
1019,2030000000000000.0,CIT,66,46,254.0,0.0,0.0
1020,2030000000000000.0,CIT,66,35,10.0,0.0,0.0
1021,2030000000000000.0,CIT,66,50,20.0,0.0,0.0
1022,2030000000000000.0,CIT,66,50,20.0,0.0,0.0
1023,2030000000000000.0,CIT,66,34,100.0,0.0,0.0
1024,2030000000000000.0,CIT,66,57,58.0,0.0,0.0
1025,2030000000000000.0,CIT,66,48,200.0,0.0,0.0
1026,2030000000000000.0,CIT,66,8,189.0,0.0,0.0
1027,2030000000000000.0,CIT,66,45,20.0,0.0,0.0
1028,2030000000000000.0,BHCL,26,38,10.0,455.5,0.0
1029,2030000000000000.0,SSHL,41,16,10.0,174.0,0.0
1030,2030000000000000.0,MLBS,42,7,50.0,0.0,0.0
1031,2030000000000000.0,HBL,48,6,10.0,200.5,0.0
1032,2030000000000000.0,NIFRA,42,59,64.0,269.9,0.0
1033,2030000000000000.0,NLG,26,45,417.0,785.0,0.0
1034,2030000000000000.0,NLG,46,45,63.0,785.0,0.0
1035,2030000000000000.0,NLG,6,45,200.0,785.0,0.0
1036,2030000000000000.0,NLG,34,45,10.0,785.0,0.0
1037,2030000000000000.0,NLG,41,45,50.0,785.0,0.0
1038,2030000000000000.0,SARBTM,49,56,20.0,890.0,0.0
1039,2030000000000000.0,HDHPC,64,44,15.0,180.8,0.0
1040,2030000000000000.0,NLIC,17,11,5.0,770.0,0.0
1041,2030000000000000.0,NLIC,17,42,25.0,769.9,0.0
1042,2030000000000000.0,NIFRA,42,57,47.0,269.9,0.0
1043,2030000000000000.0,NIFRA,16,57,17.0,269.9,0.0
1044,2030000000000000.0,KBL,10,54,200.0,194.5,0.0
1045,2030000000000000.0,NMIC,36,46,10.0,0.0,0.0
1046,2030000000000000.0,AHL,56,42,10.0,604.9,0.0
1047,2030000000000000.0,SARBTM,36,32,675.0,888.7,0.0
1048,2030000000000000.0,SARBTM,17,32,190.0,888.7,0.0
1049,2030000000000000.0,SARBTM,16,32,10.0,889.0,0.0
1050,2030000000000000.0,SARBTM,57,32,125.0,889.0,0.0
1051,2030000000000000.0,CITY,58,32,135.0,586.2,0.0
1052,2030000000000000.0,NGPL,29,38,150.0,398.0,0.0
1053,2030000000000000.0,NGPL,29,59,989.0,398.0,0.0
1054,2030000000000000.0,MBJC,17,48,476.0,301.3,0.0
1055,2030000000000000.0,MBJC,48,48,100.0,301.4,0.0
1056,2030000000000000.0,MBJC,6,48,350.0,301.4,0.0
1057,2030000000000000.0,MBJC,32,48,10.0,301.5,0.0
1058,2030000000000000.0,MBJC,51,48,64.0,302.0,0.0
1059,2030000000000000.0,LBBL,39,77,200.0,522.1,0.0
1060,2030000000000000.0,NRN,45,54,40.0,0.0,0.0
1061,2030000000000000.0,RLFL,13,57,189.0,443.0,0.0
1062,2030000000000000.0,RLFL,35,57,11.0,443.0,0.0
1063,2030000000000000.0,NABBC,19,57,100.0,674.3,0.0
1064,2030000000000000.0,GLH,14,26,50.0,250.6,0.0
1065,2030000000000000.0,GLH,42,26,50.0,250.7,0.0
1066,2030000000000000.0,RFPL,66,39,20.0,345.4,0.0
1067,2030000000000000.0,SANVI,14,32,100.0,599.0,0.0
1068,2030000000000000.0,SMATA,48,51,50.0,934.1,0.0
1069,2030000000000000.0,KPCL,55,42,50.0,545.0,0.0
1070,2030000000000000.0,HDL,57,63,100.0,0.0,0.0
1071,2030000000000000.0,CREST,57,22,10.0,0.0,0.0
1072,2030000000000000.0,CREST,57,18,155.0,0.0,0.0
1073,2030000000000000.0,CHDC,7,60,10.0,0.0,0.0
1074,2030000000000000.0,UPCL,57,72,100.0,413.2,0.0
1075,2030000000000000.0,HATHY,38,42,20.0,0.0,0.0
1076,2030000000000000.0,BHL,43,52,200.0,184.2,0.0
1077,2030000000000000.0,HURJA,55,1,66.0,221.5,0.0
1078,2030000000000000.0,HIDCLP,58,48,10.0,195.9,0.0
1079,2030000000000000.0,HRL,34,58,52.0,976.0,0.0
1080,2030000000000000.0,HRL,34,1,90.0,976.0,0.0
1081,2030000000000000.0,HRL,34,34,25.0,975.0,0.0
1082,2030000000000000.0,HRL,34,1,333.0,975.0,0.0
1083,2030000000000000.0,CHCL,6,55,150.0,498.8,0.0
1084,2030000000000000.0,NHPC,54,53,80.0,198.5,0.0
1085,2030000000000000.0,VLUCL,55,13,20.0,540.0,0.0
1086,2030000000000000.0,HRL,45,26,250.0,974.1,0.0
1087,2030000000000000.0,SHEL,57,1,0.0,303.0,0.0
1088,2030000000000000.0,UPCL,49,38,350.0,413.2,0.0
1089,2030000000000000.0,UPCL,68,38,150.0,413.3,0.0
1090,2030000000000000.0,DDBL,52,71,30.0,861.0,0.0
1091,2030000000000000.0,MBL,28,42,700.0,248.5,0.0
1092,2030000000000000.0,NIFRA,16,42,10.0,269.9,0.0
1093,2030000000000000.0,UNHPL,33,11,500.0,463.0,0.0
1094,2030000000000000.0,BHCL,26,40,10.0,455.5,0.0
1095,2030000000000000.0,SARBTM,36,56,100.0,890.0,0.0
1096,2030000000000000.0,HDL,45,63,67.0,0.0,0.0
1097,2030000000000000.0,HDL,16,63,100.0,0.0,0.0
1098,2030000000000000.0,HDL,32,63,333.0,0.0,0.0
1099,2030000000000000.0,UPCL,68,58,200.0,413.3,0.0
1100,2030000000000000.0,LBBL,39,77,200.0,522.1,0.0
1101,2030000000000000.0,BNHC,16,86,115.0,477.0,0.0
1102,2030000000000000.0,BNHC,49,86,35.0,477.0,0.0
1103,2030000000000000.0,BNHC,49,86,50.0,477.0,0.0
1104,2030000000000000.0,SPDL,57,49,400.0,403.3,0.0
1105,2030000000000000.0,AKJCL,55,35,51.0,191.6,0.0
1106,2030000000000000.0,ADBL,14,58,117.0,317.0,0.0
1107,2030000000000000.0,SHIVM,44,60,658.0,579.0,0.0
1108,2030000000000000.0,SHIVM,16,60,200.0,579.1,0.0
1109,2030000000000000.0,SHIVM,19,60,200.0,579.1,0.0
1110,2030000000000000.0,SHIVM,29,60,442.0,579.2,0.0
1111,2030000000000000.0,SHEL,19,42,50.0,302.6,0.0
1112,2030000000000000.0,MKJC,58,34,140.0,598.0,0.0
1113,2030000000000000.0,MKJC,52,34,14.0,598.0,0.0
1114,2030000000000000.0,SONA,41,6,80.0,441.2,0.0
1115,2030000000000000.0,MANDU,42,51,15.0,830.7,0.0
1116,2030000000000000.0,OHL,45,42,50.0,775.0,0.0
1117,2030000000000000.0,HLI,19,64,2.0,391.0,782.0
1118,2030000000000000.0,SHPC,95,49,325.0,536.6,0.0
1119,2030000000000000.0,SHPC,16,49,55.0,537.0,0.0
1120,2030000000000000.0,SHPC,54,49,300.0,537.1,0.0
1121,2030000000000000.0,LSL,34,39,20.0,230.4,0.0
1122,2030000000000000.0,SPDL,88,22,0.0,403.9,0.0
1123,2030000000000000.0,NRIC,62,40,85.0,0.0,0.0
1124,2030000000000000.0,NRIC,62,49,90.0,0.0,0.0
1125,2030000000000000.0,NRIC,62,26,100.0,0.0,0.0
1126,2030000000000000.0,NRIC,62,48,25.0,0.0,0.0
1127,2030000000000000.0,BPCL,98,56,10.0,798.6,0.0
1128,2030000000000000.0,HLBSL,17,58,10.0,947.0,0.0
1129,2030000000000000.0,HIDCL,92,48,0.0,270.1,0.0
1130,2030000000000000.0,HIDCL,1,48,500.0,270.2,0.0
1131,2030000000000000.0,HIDCL,42,48,100.0,270.2,0.0
1132,2030000000000000.0,HIDCL,45,48,87.0,270.2,0.0
1133,2030000000000000.0,KKHC,14,46,12.0,226.9,0.0
1134,2030000000000000.0,UPCL,49,5,645.0,413.2,0.0
1135,2030000000000000.0,UPCL,40,5,355.0,413.2,0.0
1136,2030000000000000.0,HBL,48,49,10.0,200.5,0.0
1137,2030000000000000.0,SANVI,37,17,10.0,598.4,0.0
1138,2030000000000000.0,SANVI,5,17,40.0,598.5,0.0
1139,2030000000000000.0,NABIL,17,43,270.0,514.0,0.0
1140,2030000000000000.0,NABIL,17,44,500.0,514.0,0.0
1141,2030000000000000.0,NABIL,17,14,224.0,514.0,0.0
1142,2030000000000000.0,NABIL,17,17,500.0,514.0,0.0
1143,2030000000000000.0,NABIL,17,25,400.0,514.0,0.0
1144,2030000000000000.0,SPDL,57,22,200.0,403.9,0.0
1145,2030000000000000.0,CBBL,95,58,10.0,0.0,0.0
1146,2030000000000000.0,CBBL,58,58,48.0,0.0,0.0
1147,2030000000000000.0,CBBL,26,58,100.0,0.0,0.0
1148,2030000000000000.0,HBL,48,52,10.0,200.5,0.0
1149,2030000000000000.0,HDHPC,49,44,63.0,180.8,0.0
1150,2030000000000000.0,LSL,34,41,78.0,230.4,0.0
1151,2030000000000000.0,LSL,59,41,400.0,230.4,0.0
1152,2030000000000000.0,LSL,14,41,22.0,230.5,0.0
1153,2030000000000000.0,KBL,11,54,10.0,194.5,0.0
1154,2030000000000000.0,HDL,32,1,622.0,0.0,0.0
1155,2030000000000000.0,HHL,42,58,22.0,344.0,0.0
1156,2030000000000000.0,NMIC,34,55,33.0,0.0,0.0
1157,2030000000000000.0,NMIC,53,55,50.0,0.0,0.0
1158,2030000000000000.0,NMIC,7,55,10.0,0.0,0.0
1159,2030000000000000.0,NMIC,47,55,10.0,0.0,0.0
1160,2030000000000000.0,NMIC,72,55,20.0,0.0,0.0
1161,2030000000000000.0,NMIC,6,55,50.0,0.0,0.0
1162,2030000000000000.0,NMIC,58,55,92.0,0.0,0.0
1163,2030000000000000.0,NMIC,57,55,10.0,0.0,0.0
1164,2030000000000000.0,NMIC,21,55,50.0,0.0,0.0
1165,2030000000000000.0,NMIC,57,55,10.0,0.0,0.0
1166,2030000000000000.0,NMIC,34,55,165.0,0.0,0.0
1167,2030000000000000.0,RFPL,29,58,10.0,345.3,0.0
1168,2030000000000000.0,RNLI,21,49,1.0,439.7,439.7
1169,2030000000000000.0,BHCL,26,57,10.0,455.5,0.0
1170,2030000000000000.0,AVYAN,66,54,95.0,999.0,0.0
1171,2030000000000000.0,AVYAN,66,11,50.0,999.0,0.0
1172,2030000000000000.0,AVYAN,66,47,55.0,995.0,0.0
1173,2030000000000000.0,AVYAN,66,40,70.0,994.9,0.0
1174,2030000000000000.0,AVYAN,66,41,10.0,994.0,0.0
1175,2030000000000000.0,AVYAN,66,14,20.0,990.0,0.0
1176,2030000000000000.0,HATHY,13,42,78.0,0.0,0.0
1177,2030000000000000.0,SJLIC,32,22,10.0,426.2,0.0
1178,2030000000000000.0,UNHPL,33,49,0.0,460.1,0.0
1179,2030000000000000.0,BHL,1,17,100.0,184.0,0.0
1180,2030000000000000.0,UPCL,40,85,645.0,413.2,0.0
1181,2030000000000000.0,UPCL,36,85,100.0,413.2,0.0
1182,2030000000000000.0,UPCL,16,85,255.0,413.2,0.0
1183,2030000000000000.0,SGIC,42,34,10.0,547.0,0.0
1184,2030000000000000.0,HRL,45,25,10.0,974.1,0.0
1185,2030000000000000.0,UNHPL,33,32,200.0,460.1,0.0
1186,2030000000000000.0,NIMB,32,42,400.0,205.5,0.0
1187,2030000000000000.0,NIMB,32,29,100.0,205.4,0.0
1188,2030000000000000.0,EBL,45,49,10.0,714.0,0.0
1189,2030000000000000.0,EBL,45,42,10.0,713.9,0.0
1190,2030000000000000.0,LBBL,39,46,100.0,522.1,0.0
1191,2030000000000000.0,HBL,48,49,10.0,200.5,0.0
1192,2030000000000000.0,BBC,58,58,10.0,0.0,0.0
1193,2030000000000000.0,MHCL,57,65,20.0,419.8,0.0
1194,2030000000000000.0,PPL,46,19,231.0,302.0,0.0
1195,2030000000000000.0,PPL,46,38,10.0,302.0,0.0
1196,2030000000000000.0,PPL,46,40,159.0,301.7,0.0
1197,2030000000000000.0,PPL,46,22,150.0,300.0,0.0
1198,2030000000000000.0,GVL,4,58,170.0,526.0,0.0
1199,2030000000000000.0,HDL,34,1,10.0,0.0,0.0
1200,2030000000000000.0,NLIC,18,58,100.0,769.0,0.0
1201,2030000000000000.0,NICLBSL,7,57,10.0,572.0,0.0
1202,2030000000000000.0,UNHPL,33,41,0.0,460.1,0.0
1203,2030000000000000.0,PURE,14,38,10.0,775.0,0.0
1204,2030000000000000.0,PMHPL,7,99,50.0,346.0,0.0
1205,2030000000000000.0,PMHPL,25,99,100.0,346.0,0.0
1206,2030000000000000.0,PMHPL,38,99,190.0,346.1,0.0
1207,2030000000000000.0,NGPL,70,59,11.0,398.0,0.0
1208,2030000000000000.0,OMPL,32,42,100.0,0.0,0.0
1209,2030000000000000.0,OMPL,95,42,20.0,0.0,0.0
1210,2030000000000000.0,OMPL,48,42,170.0,0.0,0.0
1211,2030000000000000.0,OMPL,56,42,20.0,0.0,0.0
1212,2030000000000000.0,NBF3,34,17,0.0,9.19,0.0
1213,2030000000000000.0,SHEL,19,14,500.0,302.6,0.0
1214,2030000000000000.0,SADBL,14,14,117.0,416.0,0.0
1215,2030000000000000.0,UPCL,16,49,20.0,413.2,0.0
1216,2030000000000000.0,UPCL,16,21,500.0,413.2,0.0
1217,2030000000000000.0,UPCL,16,7,225.0,413.2,0.0
1218,2030000000000000.0,BHL,1,44,178.0,184.0,0.0
1219,2030000000000000.0,BHL,58,44,590.0,184.0,0.0
1220,2030000000000000.0,BHL,49,44,175.0,184.0,0.0
1221,2030000000000000.0,TTL,17,58,10.0,770.0,0.0
1222,2030000000000000.0,LEC,16,17,225.0,211.0,0.0
1223,2030000000000000.0,TTL,17,11,10.0,770.0,0.0
1224,2030000000000000.0,TTL,17,42,30.0,770.0,0.0
1225,2030000000000000.0,TTL,17,21,10.0,769.0,0.0
1226,2030000000000000.0,TTL,17,22,10.0,768.1,0.0
1227,2030000000000000.0,TTL,17,38,10.0,768.0,0.0
1228,2030000000000000.0,PURE,22,35,10.0,774.4,0.0
1229,2030000000000000.0,UNHPL,33,58,400.0,460.1,0.0
1230,2030000000000000.0,UNHPL,48,58,100.0,460.1,0.0
1231,2030000000000000.0,BHCL,48,35,150.0,456.0,0.0
1232,2030000000000000.0,AHPC,1,32,0.0,282.0,0.0
1233,2030000000000000.0,AHPC,45,32,238.0,282.0,0.0
1234,2030000000000000.0,AHPC,42,32,50.0,282.1,0.0
1235,2030000000000000.0,NBL,32,19,90.0,248.0,0.0
1236,2030000000000000.0,NBL,32,17,100.0,247.9,0.0
1237,2030000000000000.0,NBL,32,57,150.0,247.5,0.0
1238,2030000000000000.0,NBL,32,48,500.0,247.0,0.0
1239,2030000000000000.0,NBL,32,49,100.0,247.0,0.0
1240,2030000000000000.0,NBL,32,47,60.0,247.0,0.0
1241,2030000000000000.0,CHCL,6,43,108.0,498.7,0.0
1242,2030000000000000.0,HDL,18,1,100.0,0.0,0.0
1243,2030000000000000.0,HDL,26,1,13.0,0.0,0.0
1244,2030000000000000.0,OHL,57,42,50.0,775.0,0.0
1245,2030000000000000.0,EBL,35,34,6.0,712.0,0.0
1246,2030000000000000.0,SAPDBL,20,38,125.0,777.0,0.0
1247,2030000000000000.0,SHEL,19,43,0.0,302.6,0.0
1248,2030000000000000.0,KMCDB,48,1,11.0,0.0,0.0
1249,2030000000000000.0,KMCDB,48,1,12.0,0.0,0.0
1250,2030000000000000.0,NRN,45,48,10.0,0.0,0.0
1251,2030000000000000.0,SICL,44,32,30.0,729.0,0.0
1252,2030000000000000.0,MFIL,59,58,94.0,668.0,0.0
1253,2030000000000000.0,MFIL,59,41,20.0,667.9,0.0
1254,2030000000000000.0,NIFRA,16,45,64.0,269.9,0.0
1255,2030000000000000.0,SALICO,26,28,27.0,666.5,0.0
1256,2030000000000000.0,SNLI,42,58,100.0,453.7,0.0
1257,2030000000000000.0,SMATA,91,34,119.0,942.0,0.0
1258,2030000000000000.0,SMATA,91,41,80.0,942.0,0.0
1259,2030000000000000.0,MHL,39,33,62.0,478.0,0.0
1260,2030000000000000.0,MHL,47,33,100.0,478.0,0.0
1261,2030000000000000.0,MHL,55,33,100.0,478.0,0.0
1262,2030000000000000.0,MHL,49,33,400.0,478.1,0.0
1263,2030000000000000.0,MHL,26,33,300.0,478.2,0.0
1264,2030000000000000.0,AKJCL,33,35,50.0,191.6,0.0
1265,2030000000000000.0,MEN,56,69,10.0,614.0,0.0
1266,2030000000000000.0,RBCL,8,6,10.0,0.0,0.0
1267,2030000000000000.0,RBCL,51,6,40.0,0.0,0.0
1268,2030000000000000.0,GLBSL,39,49,75.0,0.0,0.0
1269,2030000000000000.0,GLBSL,56,49,26.0,0.0,0.0
1270,2030000000000000.0,MDB,41,14,254.0,598.0,0.0
1271,2030000000000000.0,SHEL,19,38,0.0,302.6,0.0
1272,2030000000000000.0,SLBBL,43,32,20.0,908.0,0.0
1273,2030000000000000.0,CREST,34,22,53.0,0.0,0.0
1274,2030000000000000.0,CREST,29,22,33.0,0.0,0.0
1275,2030000000000000.0,CREST,22,22,200.0,0.0,0.0
1276,2030000000000000.0,CREST,58,22,10.0,0.0,0.0
1277,2030000000000000.0,CREST,35,22,24.0,0.0,0.0
1278,2030000000000000.0,CREST,43,22,20.0,0.0,0.0
1279,2030000000000000.0,NRIC,56,25,200.0,0.0,0.0
1280,2030000000000000.0,NRIC,56,50,280.0,0.0,0.0
1281,2030000000000000.0,SLBBL,29,32,20.0,908.1,0.0
1282,2030000000000000.0,SLBBL,29,32,20.0,908.1,0.0
1283,2030000000000000.0,SLBBL,16,32,189.0,908.1,0.0
1284,2030000000000000.0,SLBBL,14,32,245.0,908.2,0.0
1285,2030000000000000.0,SANVI,5,32,10.0,598.5,0.0
1286,2030000000000000.0,NLICL,6,62,150.0,580.0,0.0
1287,2030000000000000.0,HBL,48,52,10.0,200.5,0.0
1288,2030000000000000.0,SPDL,88,22,0.0,403.9,0.0
1289,2030000000000000.0,KSBBL,64,50,0.0,521.2,0.0
1290,2030000000000000.0,KSBBL,85,50,500.0,521.3,0.0
1291,2030000000000000.0,KSBBL,41,50,50.0,522.0,0.0
1292,2030000000000000.0,KSBBL,22,50,200.0,522.0,0.0
1293,2030000000000000.0,KSBBL,17,50,400.0,522.0,0.0
1294,2030000000000000.0,KSBBL,5,50,10.0,522.0,0.0
1295,2030000000000000.0,KSBBL,32,50,10.0,522.0,0.0
1296,2030000000000000.0,KSBBL,45,50,100.0,522.1,0.0
1297,2030000000000000.0,KSBBL,13,50,25.0,523.0,0.0
1298,2030000000000000.0,KSBBL,57,50,440.0,523.0,0.0
1299,2030000000000000.0,KSBBL,58,50,12.0,523.0,0.0
1300,2030000000000000.0,KSBBL,17,50,0.0,523.0,0.0
1301,2030000000000000.0,KSBBL,53,50,50.0,523.1,0.0
1302,2030000000000000.0,ADBL,14,80,125.0,317.0,0.0
1303,2030000000000000.0,NMB,26,41,33.0,246.1,0.0
1304,2030000000000000.0,SANIMA,14,41,28.0,364.5,0.0
1305,2030000000000000.0,RFPL,46,32,20.0,346.0,0.0
1306,2030000000000000.0,BBC,14,96,16.0,0.0,0.0
1307,2030000000000000.0,BBC,70,96,10.0,0.0,0.0
1308,2030000000000000.0,BBC,58,96,14.0,0.0,0.0
1309,2030000000000000.0,BBC,34,96,10.0,0.0,0.0
1310,2030000000000000.0,BBC,58,96,50.0,0.0,0.0
1311,2030000000000000.0,BBC,17,96,10.0,0.0,0.0
1312,2030000000000000.0,BBC,49,96,10.0,0.0,0.0
1313,2030000000000000.0,BBC,29,96,10.0,0.0,0.0
1314,2030000000000000.0,BBC,39,96,10.0,0.0,0.0
1315,2030000000000000.0,BBC,14,96,20.0,0.0,0.0
1316,2030000000000000.0,BBC,94,96,10.0,0.0,0.0
1317,2030000000000000.0,BBC,57,96,10.0,0.0,0.0
1318,2030000000000000.0,BBC,45,96,10.0,0.0,0.0
1319,2030000000000000.0,BBC,49,96,10.0,0.0,0.0
1320,2030000000000000.0,BBC,49,96,10.0,0.0,0.0
1321,2030000000000000.0,BBC,45,96,30.0,0.0,0.0
1322,2030000000000000.0,BBC,88,96,50.0,0.0,0.0
1323,2030000000000000.0,BBC,49,96,10.0,0.0,0.0
1324,2030000000000000.0,BBC,58,32,10.0,0.0,0.0
1325,2030000000000000.0,NLG,6,46,200.0,786.0,0.0
1326,2030000000000000.0,NLG,62,46,88.0,787.0,0.0
1327,2030000000000000.0,SANVI,8,32,10.0,599.0,0.0
1328,2030000000000000.0,HBL,54,38,10.0,200.9,0.0
1329,2030000000000000.0,ADBL,14,75,600.0,317.0,0.0
1330,2030000000000000.0,ADBL,14,75,10.0,317.0,0.0
1331,2030000000000000.0,UPCL,46,42,13.0,413.0,0.0
1332,2030000000000000.0,UMHL,62,62,24.0,576.8,0.0
1333,2030000000000000.0,UMHL,62,49,0.0,575.0,0.0
1334,2030000000000000.0,TAMOR,34,62,10.0,500.0,0.0
1335,2030000000000000.0,TAMOR,34,14,10.0,500.0,0.0
1336,2030000000000000.0,TAMOR,34,57,300.0,500.0,0.0
1337,2030000000000000.0,TAMOR,34,49,10.0,500.0,0.0
1338,2030000000000000.0,TAMOR,34,34,10.0,500.0,0.0
1339,2030000000000000.0,TAMOR,34,47,100.0,500.0,0.0
1340,2030000000000000.0,TAMOR,34,17,10.0,500.0,0.0
1341,2030000000000000.0,TAMOR,34,11,10.0,500.0,0.0
1342,2030000000000000.0,TAMOR,34,13,20.0,499.9,0.0
1343,2030000000000000.0,TAMOR,34,19,10.0,496.0,0.0
1344,2030000000000000.0,TAMOR,34,3,10.0,496.0,0.0
1345,2030000000000000.0,KBL,54,16,300.0,194.3,0.0
1346,2030000000000000.0,UPCL,37,7,265.0,413.2,0.0
1347,2030000000000000.0,HLI,90,64,3.0,395.0,0.0
1348,2030000000000000.0,HIDCL,45,45,250.0,270.2,0.0
1349,2030000000000000.0,LBBL,58,22,10.0,524.9,0.0
1350,2030000000000000.0,NRIC,66,50,400.0,0.0,0.0
1351,2030000000000000.0,BHL,50,52,50.0,184.2,0.0
1352,2030000000000000.0,UPCL,46,38,50.0,413.0,0.0
1353,2030000000000000.0,NIL,55,22,61.0,674.0,0.0
1354,2030000000000000.0,SJLIC,58,77,125.0,426.3,0.0
1355,2030000000000000.0,PFL,26,82,372.0,393.0,0.0
1356,2030000000000000.0,PFL,35,82,25.0,393.1,0.0
1357,2030000000000000.0,BHCL,26,58,10.0,455.5,0.0
1358,2030000000000000.0,SHPC,46,37,0.0,539.9,0.0
1359,2030000000000000.0,SHPC,46,34,50.0,539.8,0.0
1360,2030000000000000.0,SHPC,46,59,50.0,539.0,0.0
1361,2030000000000000.0,ICFC,49,51,400.0,647.0,0.0
1362,2030000000000000.0,HRL,45,33,509.0,974.0,0.0
1363,2030000000000000.0,UMRH,33,39,400.0,579.0,0.0
1364,2030000000000000.0,MBL,28,38,169.0,248.5,0.0
